lga_code16,lga_name16,median_dec_1999,median_dec_2000,median_dec_2001,median_dec_2002,median_dec_2003,median_dec_2004,median_dec_2005,median_dec_2006,median_dec_2007,median_dec_2008,median_dec_2009,median_dec_2010,median_dec_2011,median_dec_2012,median_dec_2013,median_dec_2014,median_dec_2015,median_dec_2016,median_dec_2017
24600,Melbourne (C),298.0,310.0,320.0,330.0,340.0,340.0,350.0,370.0,420.0,458.0,480.0,490.0,500.0,500.0,500.0,500.0,520.0,530.0,570.0
