lga_code16,lga_name16,median_dec_1999,median_dec_2000,median_dec_2001,median_dec_2002,median_dec_2003,median_dec_2004,median_dec_2005,median_dec_2006,median_dec_2007,median_dec_2008,median_dec_2009,median_dec_2010,median_dec_2011,median_dec_2012,median_dec_2013,median_dec_2014,median_dec_2015,median_dec_2016
24600,Melbourne (C),380.0,418.0,413.0,450.0,450.0,450.0,478.0,580.0,590.0,650.0,660.0,660.0,680.0,705.0,691.0,700.0,730.0,770.0
