lga_code16,lga_name16,median_dec_1999,median_dec_2000,median_dec_2001,median_dec_2002,median_dec_2003,median_dec_2004,median_dec_2005,median_dec_2006,median_dec_2007,median_dec_2008,median_dec_2009,median_dec_2010,median_dec_2011,median_dec_2012,median_dec_2013,median_dec_2014,median_dec_2015,median_dec_2016,median_dec_2017
24600,Melbourne (C),380.0,350.0,410.0,398.0,420.0,450.0,380.0,550.0,645.0,670.0,750.0,770.0,800.0,815.0,800.0,845.0,890.0,880.0,860.0
