"Counting","AGEP Age","MB by Commonwealth Electoral Divisions (UR)","Count"
"Persons Place of Usual Residence","108","Wannon",0
"Persons Place of Usual Residence","108","Mallee",0
"Persons Place of Usual Residence","108","Hawke",0
"Persons Place of Usual Residence","108","Ballarat",0
"Persons Place of Usual Residence","108","Gippsland",0
"Persons Place of Usual Residence","108","Flinders",0
"Persons Place of Usual Residence","108","Wills",0
"Persons Place of Usual Residence","108","Melbourne",0
"Persons Place of Usual Residence","108","Cooper",0
"Persons Place of Usual Residence","108","Maribyrnong",0
"Persons Place of Usual Residence","108","Macnamara",0
"Persons Place of Usual Residence","108","Higgins",0
"Persons Place of Usual Residence","108","Kooyong",0
"Persons Place of Usual Residence","108","Menzies",0
"Persons Place of Usual Residence","108","Chisholm",0
"Persons Place of Usual Residence","108","Deakin",0
"Persons Place of Usual Residence","108","Goldstein",0
"Persons Place of Usual Residence","108","Hotham",0
"Persons Place of Usual Residence","108","Isaacs",0
"Persons Place of Usual Residence","108","Jagajaga",0
"Persons Place of Usual Residence","108","Scullin",0
"Persons Place of Usual Residence","108","Gorton",0
"Persons Place of Usual Residence","108","Calwell",0
"Persons Place of Usual Residence","108","Aston",0
"Persons Place of Usual Residence","108","La Trobe",0
"Persons Place of Usual Residence","108","Bruce",0
"Persons Place of Usual Residence","108","Holt",0
"Persons Place of Usual Residence","108","Fraser",0
"Persons Place of Usual Residence","108","Lalor",0
"Persons Place of Usual Residence","108","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","108","No usual address (Vic.)",0
"Persons Place of Usual Residence","108","Total",11
"Persons Place of Usual Residence","109","Casey",0
"Persons Place of Usual Residence","109","Dunkley",0
"Persons Place of Usual Residence","109","Gellibrand",0
"Persons Place of Usual Residence","109","Nicholls",0
"Persons Place of Usual Residence","109","Indi",0
"Persons Place of Usual Residence","109","Corio",0
"Persons Place of Usual Residence","109","Corangamite",0
"Persons Place of Usual Residence","109","McEwen",0
"Persons Place of Usual Residence","109","Monash",0
"Persons Place of Usual Residence","109","Bendigo",0
"Persons Place of Usual Residence","109","Wannon",0
"Persons Place of Usual Residence","109","Mallee",0
"Persons Place of Usual Residence","109","Hawke",0
"Persons Place of Usual Residence","109","Ballarat",0
"Persons Place of Usual Residence","109","Gippsland",0
"Persons Place of Usual Residence","109","Flinders",0
"Persons Place of Usual Residence","109","Wills",0
"Persons Place of Usual Residence","109","Melbourne",0
"Persons Place of Usual Residence","109","Cooper",0
"Persons Place of Usual Residence","109","Maribyrnong",0
"Persons Place of Usual Residence","109","Macnamara",0
"Persons Place of Usual Residence","109","Higgins",0
"Persons Place of Usual Residence","109","Kooyong",0
"Persons Place of Usual Residence","109","Menzies",0
"Persons Place of Usual Residence","109","Chisholm",0
"Persons Place of Usual Residence","109","Deakin",0
"Persons Place of Usual Residence","109","Goldstein",0
"Persons Place of Usual Residence","109","Hotham",0
"Persons Place of Usual Residence","109","Isaacs",0
"Persons Place of Usual Residence","109","Jagajaga",0
"Persons Place of Usual Residence","109","Scullin",0
"Persons Place of Usual Residence","109","Gorton",0
"Persons Place of Usual Residence","109","Calwell",0
"Persons Place of Usual Residence","109","Aston",0
"Persons Place of Usual Residence","109","La Trobe",0
"Persons Place of Usual Residence","109","Bruce",0
"Persons Place of Usual Residence","109","Holt",0
"Persons Place of Usual Residence","109","Fraser",0
"Persons Place of Usual Residence","109","Lalor",0
"Persons Place of Usual Residence","109","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","109","No usual address (Vic.)",0
"Persons Place of Usual Residence","109","Total",0
"Persons Place of Usual Residence","110","Casey",0
"Persons Place of Usual Residence","110","Dunkley",0
"Persons Place of Usual Residence","110","Gellibrand",0
"Persons Place of Usual Residence","110","Nicholls",0
"Persons Place of Usual Residence","110","Indi",0
"Persons Place of Usual Residence","110","Corio",0
"Persons Place of Usual Residence","110","Corangamite",0
"Persons Place of Usual Residence","110","McEwen",0
"Persons Place of Usual Residence","110","Monash",0
"Persons Place of Usual Residence","110","Bendigo",0
"Persons Place of Usual Residence","110","Wannon",0
"Persons Place of Usual Residence","110","Mallee",0
"Persons Place of Usual Residence","110","Hawke",0
"Persons Place of Usual Residence","110","Ballarat",0
"Persons Place of Usual Residence","110","Gippsland",0
"Persons Place of Usual Residence","110","Flinders",0
"Persons Place of Usual Residence","110","Wills",0
"Persons Place of Usual Residence","110","Melbourne",0
"Persons Place of Usual Residence","110","Cooper",0
"Persons Place of Usual Residence","110","Maribyrnong",0
"Persons Place of Usual Residence","110","Macnamara",0
"Persons Place of Usual Residence","110","Higgins",0
"Persons Place of Usual Residence","110","Kooyong",0
"Persons Place of Usual Residence","110","Menzies",0
"Persons Place of Usual Residence","110","Chisholm",0
"Persons Place of Usual Residence","110","Deakin",0
"Persons Place of Usual Residence","110","Goldstein",0
"Persons Place of Usual Residence","110","Hotham",0
"Persons Place of Usual Residence","110","Isaacs",0
"Persons Place of Usual Residence","110","Jagajaga",0
"Persons Place of Usual Residence","110","Scullin",0
"Persons Place of Usual Residence","110","Gorton",3
"Persons Place of Usual Residence","110","Calwell",0
"Persons Place of Usual Residence","110","Aston",0
"Persons Place of Usual Residence","110","La Trobe",0
"Persons Place of Usual Residence","110","Bruce",0
"Persons Place of Usual Residence","110","Holt",0
"Persons Place of Usual Residence","110","Fraser",0
"Persons Place of Usual Residence","110","Lalor",0
"Persons Place of Usual Residence","110","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","110","No usual address (Vic.)",0
"Persons Place of Usual Residence","110","Total",6
"Persons Place of Usual Residence","111","Casey",0
"Persons Place of Usual Residence","111","Dunkley",0
"Persons Place of Usual Residence","111","Gellibrand",0
"Persons Place of Usual Residence","111","Nicholls",0
"Persons Place of Usual Residence","111","Indi",0
"Persons Place of Usual Residence","111","Corio",0
"Persons Place of Usual Residence","111","Corangamite",0
"Persons Place of Usual Residence","111","McEwen",0
"Persons Place of Usual Residence","111","Monash",0
"Persons Place of Usual Residence","111","Bendigo",0
"Persons Place of Usual Residence","111","Wannon",0
"Persons Place of Usual Residence","111","Mallee",0
"Persons Place of Usual Residence","111","Hawke",0
"Persons Place of Usual Residence","111","Ballarat",0
"Persons Place of Usual Residence","111","Gippsland",0
"Persons Place of Usual Residence","111","Flinders",0
"Persons Place of Usual Residence","111","Wills",0
"Persons Place of Usual Residence","111","Melbourne",0
"Persons Place of Usual Residence","111","Cooper",0
"Persons Place of Usual Residence","111","Maribyrnong",0
"Persons Place of Usual Residence","111","Macnamara",0
"Persons Place of Usual Residence","111","Higgins",0
"Persons Place of Usual Residence","111","Kooyong",0
"Persons Place of Usual Residence","111","Menzies",0
"Persons Place of Usual Residence","111","Chisholm",0
"Persons Place of Usual Residence","111","Deakin",0
"Persons Place of Usual Residence","111","Goldstein",0
"Persons Place of Usual Residence","111","Hotham",0
"Persons Place of Usual Residence","111","Isaacs",0
"Persons Place of Usual Residence","111","Jagajaga",0
"Persons Place of Usual Residence","111","Scullin",0
"Persons Place of Usual Residence","111","Gorton",0
"Persons Place of Usual Residence","111","Calwell",0
"Persons Place of Usual Residence","111","Aston",0
"Persons Place of Usual Residence","111","La Trobe",0
"Persons Place of Usual Residence","111","Bruce",0
"Persons Place of Usual Residence","111","Holt",0
"Persons Place of Usual Residence","111","Fraser",0
"Persons Place of Usual Residence","111","Lalor",0
"Persons Place of Usual Residence","111","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","111","No usual address (Vic.)",0
"Persons Place of Usual Residence","111","Total",0
"Persons Place of Usual Residence","112","Casey",0
"Persons Place of Usual Residence","112","Dunkley",0
"Persons Place of Usual Residence","112","Gellibrand",0
"Persons Place of Usual Residence","112","Nicholls",0
"Persons Place of Usual Residence","112","Indi",0
"Persons Place of Usual Residence","112","Corio",0
"Persons Place of Usual Residence","112","Corangamite",0
"Persons Place of Usual Residence","112","McEwen",0
"Persons Place of Usual Residence","112","Monash",0
"Persons Place of Usual Residence","112","Bendigo",0
"Persons Place of Usual Residence","112","Wannon",0
"Persons Place of Usual Residence","112","Mallee",0
"Persons Place of Usual Residence","112","Hawke",0
"Persons Place of Usual Residence","112","Ballarat",0
"Persons Place of Usual Residence","112","Gippsland",0
"Persons Place of Usual Residence","112","Flinders",0
"Persons Place of Usual Residence","112","Wills",0
"Persons Place of Usual Residence","112","Melbourne",0
"Persons Place of Usual Residence","112","Cooper",0
"Persons Place of Usual Residence","112","Maribyrnong",0
"Persons Place of Usual Residence","112","Macnamara",0
"Persons Place of Usual Residence","112","Higgins",0
"Persons Place of Usual Residence","112","Kooyong",0
"Persons Place of Usual Residence","112","Menzies",0
"Persons Place of Usual Residence","112","Chisholm",0
"Persons Place of Usual Residence","112","Deakin",0
"Persons Place of Usual Residence","112","Goldstein",0
"Persons Place of Usual Residence","112","Hotham",0
"Persons Place of Usual Residence","112","Isaacs",0
"Persons Place of Usual Residence","112","Jagajaga",0
"Persons Place of Usual Residence","112","Scullin",0
"Persons Place of Usual Residence","112","Gorton",0
"Persons Place of Usual Residence","112","Calwell",0
"Persons Place of Usual Residence","112","Aston",0
"Persons Place of Usual Residence","112","La Trobe",0
"Persons Place of Usual Residence","112","Bruce",0
"Persons Place of Usual Residence","112","Holt",0
"Persons Place of Usual Residence","112","Fraser",0
"Persons Place of Usual Residence","112","Lalor",0
"Persons Place of Usual Residence","112","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","112","No usual address (Vic.)",0
"Persons Place of Usual Residence","112","Total",0
"Persons Place of Usual Residence","113","Casey",0
"Persons Place of Usual Residence","113","Dunkley",0
"Persons Place of Usual Residence","113","Gellibrand",0
"Persons Place of Usual Residence","113","Nicholls",0
"Persons Place of Usual Residence","113","Indi",0
"Persons Place of Usual Residence","113","Corio",0
"Persons Place of Usual Residence","113","Corangamite",0
"Persons Place of Usual Residence","113","McEwen",0
"Persons Place of Usual Residence","113","Monash",0
"Persons Place of Usual Residence","113","Bendigo",0
"Persons Place of Usual Residence","113","Wannon",0
"Persons Place of Usual Residence","113","Mallee",0
"Persons Place of Usual Residence","113","Hawke",0
"Persons Place of Usual Residence","113","Ballarat",0
"Persons Place of Usual Residence","113","Gippsland",0
"Persons Place of Usual Residence","113","Flinders",0
"Persons Place of Usual Residence","113","Wills",0
"Persons Place of Usual Residence","113","Melbourne",0
"Persons Place of Usual Residence","113","Cooper",0
"Persons Place of Usual Residence","113","Maribyrnong",0
"Persons Place of Usual Residence","113","Macnamara",0
"Persons Place of Usual Residence","113","Higgins",0
"Persons Place of Usual Residence","113","Kooyong",0
"Persons Place of Usual Residence","113","Menzies",0
"Persons Place of Usual Residence","113","Chisholm",0
"Persons Place of Usual Residence","113","Deakin",0
"Persons Place of Usual Residence","113","Goldstein",0
"Persons Place of Usual Residence","113","Hotham",0
"Persons Place of Usual Residence","113","Isaacs",0
"Persons Place of Usual Residence","113","Jagajaga",0
"Persons Place of Usual Residence","113","Scullin",0
"Persons Place of Usual Residence","113","Gorton",0
"Persons Place of Usual Residence","113","Calwell",0
"Persons Place of Usual Residence","113","Aston",4
"Persons Place of Usual Residence","113","La Trobe",0
"Persons Place of Usual Residence","113","Bruce",0
"Persons Place of Usual Residence","113","Holt",0
"Persons Place of Usual Residence","113","Fraser",0
"Persons Place of Usual Residence","113","Lalor",0
"Persons Place of Usual Residence","113","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","113","No usual address (Vic.)",0
"Persons Place of Usual Residence","113","Total",4
"Persons Place of Usual Residence","114","Casey",0
"Persons Place of Usual Residence","114","Dunkley",0
"Persons Place of Usual Residence","114","Gellibrand",0
"Persons Place of Usual Residence","114","Nicholls",0
"Persons Place of Usual Residence","114","Indi",0
