lga_code16,lga_name16,median_dec_1999,median_dec_2000,median_dec_2001,median_dec_2002,median_dec_2003,median_dec_2004,median_dec_2005,median_dec_2006,median_dec_2007,median_dec_2008,median_dec_2009,median_dec_2010,median_dec_2011,median_dec_2012,median_dec_2013,median_dec_2014,median_dec_2015,median_dec_2016,median_dec_2017
24600,Melbourne (C),200.0,210.0,240.0,240.0,250.0,260.0,270.0,280.0,300.0,345.0,350.0,370.0,375.0,370.0,370.0,380.0,370.0,390.0,415.0
